sample_index,character_name,ocid,world_name,level,job,union_level,combat_power,boss_damage_pct,ignore_defense_pct,critical_damage_pct,final_damage_pct,starforce,arcane_force,liberation_quest_clear,genesis_weapon_liberated,source
142,추돌,99aec737b21fc465472d64d6e912256d,스카니아,298,데몬어벤져,10435,62624401,247.0,84.24,75.55,43.99,155.0,1320.0,2,1,existing_nexon_open_api_collection
143,김집사,43cb90ca7a7f4875a355b97883aa9d8c,오로라,290,"아크메이지(불,독)",10589,333982926,441.0,96.95,107.05,194.14,423.0,1370.0,1,1,existing_nexon_open_api_collection
144,카챠라,00aa973903beb14ade6b64d1a10e7809,스카니아,295,"아크메이지(썬,콜)",10505,406568662,532.0,97.69,102.1,194.14,401.0,1380.0,1,1,existing_nexon_open_api_collection
145,까모,2250180e9a8f80dc795844806fb189e3efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,팬텀,10395,271091307,288.0,94.15,111.15,87.33,328.0,1350.0,2,1,existing_nexon_open_api_collection
146,로사,3425612ebe0ea4e1b6bbfd6d8de772d0,크로아,296,비숍,10985,137766176,306.0,93.65,61.75,233.49,251.0,1350.0,1,1,existing_nexon_open_api_collection
147,통그릴,3d1e1690ebd10fa7225dbcedf15a8d81,스카니아,297,윈드브레이커,9751,134745204,393.0,93.31,147.25,84.31,283.0,1360.0,1,1,existing_nexon_open_api_collection
148,염쓰,2354cdeabeb1a0e33e37e0e90e97b5e7,루나,291,보우마스터,10778,153490295,402.0,97.66,138.95,77.35,291.0,1350.0,1,1,existing_nexon_open_api_collection
149,야랸,5a1dc9e98729e1a5a09d6b0a00414e17efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,299,아란,10693,288400309,388.0,95.54,153.5,47.62,331.0,1380.0,2,1,existing_nexon_open_api_collection
150,수구,b05363eff8cdc963c7b65659f880a7fd,오로라,297,듀얼블레이더,9631,560247957,504.0,97.05,116.1,55.39,417.0,1380.0,1,1,existing_nexon_open_api_collection
151,엘사야옹이,382f12dc23f5e5087dce5d1180c012a2,스카니아,210,키네시스,,14526,0.0,46.54,39.0,148.27,10.0,40.0,0,0,existing_nexon_open_api_collection
152,루나텔레콤,8c8e2c38e4995115c06fd7f7376f1469efe8d04e6d233bd35cf2fabdeb93fb0d,루나,260,보우마스터,395,914235,105.0,74.47,39.0,59.85,75.0,700.0,0,0,existing_nexon_open_api_collection
153,패릿,588928e56d3b1ef6b86f1088ce047511,스카니아,297,아델,9842,659058426,572.0,98.2,130.8,84.04,346.0,1350.0,2,1,existing_nexon_open_api_collection
154,은하성녀,850f4ba16adcbf7cf88a1998d26f2cb2,스카니아,287,루미너스,11077,173202676,471.0,95.12,78.5,104.82,330.0,1450.0,1,1,existing_nexon_open_api_collection
155,태썬,e0ac1cb0f6665d040d8698417c332ecf,베라,292,히어로,10832,145836325,357.0,95.09,131.1,393.8,275.0,1350.0,1,1,existing_nexon_open_api_collection
156,왕잔,d655829a421e913565cf7cfc4c68e255,베라,290,보우마스터,10828,307703889,525.0,98.25,101.2,75.83,377.0,1350.0,1,1,existing_nexon_open_api_collection
157,이람,a7480d70402287091396520d748411edefe8d04e6d233bd35cf2fabdeb93fb0d,이노시스,297,듀얼블레이더,10440,428430937,292.0,89.22,118.85,55.39,434.0,1350.0,1,1,existing_nexon_open_api_collection
158,무싱,b90ed044e13b8158c4d59b3df0d4e70aefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,286,라라,10809,175099528,356.0,92.82,100.15,107.35,298.0,1350.0,1,1,existing_nexon_open_api_collection
159,해씨잼,ab4b0814d1d2369e3b3426d68d81c66e,에오스,295,소울마스터,10157,579374582,512.0,95.69,128.25,60.88,431.0,1385.0,2,1,existing_nexon_open_api_collection
160,슈리언즈,35620723cef1849ef0e21de2918e0fc6,스카니아,298,캡틴,10339,349936697,411.0,91.86,149.5,81.05,324.0,1350.0,2,1,existing_nexon_open_api_collection
161,월떵,1806577c97ff98b33f76ce073bb0dcde,크로아,297,나이트로드,9880,157043962,401.0,93.5,140.3,63.19,296.0,1360.0,1,1,existing_nexon_open_api_collection
162,씨씨유씨씨,d387b77daaf1c98387b5a4b15e1d37c1,크로아,283,렌,4730,32128727,254.0,86.62,85.5,80.88,218.0,1460.0,0,0,existing_nexon_open_api_collection
163,메메닛,69afcd11a20cfbf205881ae99e7ef7da,크로아,288,블래스터,11012,64029078,454.0,96.02,64.1,105.7,173.0,1370.0,1,1,existing_nexon_open_api_collection
164,콥초,7e7b83e970dd32e34947f0df38418023,루나,298,아델,10362,358942151,490.0,95.25,154.55,96.58,328.0,1370.0,2,1,existing_nexon_open_api_collection
165,일란이란,999f43aa0c68917b2fa0d642ab73217c,핼리오스,292,메르세데스,10789,126090464,254.0,90.5,95.7,63.71,330.0,1350.0,1,1,existing_nexon_open_api_collection
166,씨독,08c9120030949c04d223e1c9bad0fd31efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,"아크메이지(불,독)",9867,701682905,486.0,96.69,119.15,194.14,433.0,1360.0,2,1,existing_nexon_open_api_collection
167,동정녀,9b17004b81d6696f4ebcfaf79ce27742,루나,298,나이트워커,10815,624902513,443.0,95.16,131.15,70.02,400.0,1350.0,2,1,existing_nexon_open_api_collection
168,어썰트,3f994a15c819656884dca4a22e6859d3,루나,296,듀얼블레이더,11192,272184346,394.0,90.39,120.2,119.1,313.0,1350.0,2,1,existing_nexon_open_api_collection
169,애으,917faa7948e7ad9d15c872e760574f76,크로아,299,히어로,9215,144042319,335.0,87.61,98.0,232.75,261.0,1320.0,1,1,existing_nexon_open_api_collection
170,블랑,49cc8e595c91feb06acd3257b40eef74,크로아,295,팬텀,10464,690444061,445.0,97.37,135.9,124.8,433.0,1360.0,2,1,existing_nexon_open_api_collection
171,부영이,19bee08c3fe64f3dd27f69be70de829d,스카니아,294,듀얼블레이더,10871,786265184,500.0,96.64,126.5,55.39,438.0,1360.0,2,1,existing_nexon_open_api_collection
172,서경이,a0c2afde1e9638f04065ecb11f1c9c32,크로아,300,"아크메이지(불,독)",10330,337419361,359.0,94.82,115.45,267.67,337.0,1350.0,2,1,existing_nexon_open_api_collection
173,새아,8152c8c4da0f4096d3bcb8c306afd2c2efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,캐논마스터,10500,731384652,565.0,97.44,127.15,76.09,434.0,1360.0,2,1,existing_nexon_open_api_collection
174,유서랑,fce805486627f511f761ab5237b513a0,에오스,296,라라,11001,242216370,339.0,94.77,114.2,119.22,385.0,1360.0,1,1,existing_nexon_open_api_collection
175,사곡복서,89b69d663f9703a18c8cf3fe350fc19aefe8d04e6d233bd35cf2fabdeb93fb0d,이노시스,298,스트라이커,10794,204695460,269.0,95.77,141.6,55.55,333.0,1390.0,1,1,existing_nexon_open_api_collection
176,엉엉엉,b01821c0d8d271b6e994394e9ca6237eefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,"아크메이지(불,독)",11022,172555024,358.0,95.83,138.75,223.55,300.0,1370.0,1,1,existing_nexon_open_api_collection
177,니퍼,b789ee1808c7479ad504c4ea5f5c8919fd842dab14be2a956555625b37c97bff,엘리시움,298,렌,11132,182285078,294.0,95.57,99.35,86.15,272.0,1380.0,1,1,existing_nexon_open_api_collection
178,깜스,000ca4b4fdc64d039fdc6c4b676360a3,에오스,295,엔젤릭버스터,10152,654772645,457.0,96.68,128.55,78.44,467.0,1360.0,2,1,existing_nexon_open_api_collection
179,넷째,2f483c26c65fe2df12334f1ee9c11ecb,크로아,298,제논,10883,200205407,378.0,94.22,129.05,28.7,296.0,1360.0,1,1,existing_nexon_open_api_collection
180,삼팔육,1be46c2cbd510afce1dfd587734bcefe,루나,292,데몬어벤져,11002,32798645,149.0,77.61,58.35,19.0,15.0,1365.0,1,1,existing_nexon_open_api_collection
181,칭호,60c4684d5df631d19e5b619d45c2cda3,스카니아,296,카이저,10927,339565490,382.0,93.67,99.2,46.3,402.0,1360.0,2,1,existing_nexon_open_api_collection
182,화단백,f3973a439f024b7a57796d386c776f55efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,카인,9971,209034769,357.0,92.81,113.0,144.89,342.0,1350.0,1,1,existing_nexon_open_api_collection
183,새생명약국,d82b9e61d5cb1e15163ae4483724f9bd,스카니아,298,아란,10001,821476765,564.0,98.02,122.6,46.41,434.0,1350.0,2,1,existing_nexon_open_api_collection
184,라핀데네즈,fe328e55973adc83efb81b907a80057defe8d04e6d233bd35cf2fabdeb93fb0d,유니온,275,렌,8152,12132071,286.0,94.12,60.0,69.23,236.0,1340.0,0,0,existing_nexon_open_api_collection
185,사류,0394295559a2df6531f471843a141d9cefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,칼리,10634,874013612,506.0,98.16,158.55,90.08,445.0,1370.0,2,1,existing_nexon_open_api_collection
186,민냠무,a291977eb641d28e49f49cf359d853ac,크로아,250,렌,250,963090,131.0,67.67,20.0,69.23,127.0,720.0,0,0,existing_nexon_open_api_collection
187,슈슈리슈,0b2c6d0ab986379e4f13170ae51f2633,스카니아,287,소울마스터,9340,131451599,342.0,96.57,92.3,60.88,295.0,1350.0,1,1,existing_nexon_open_api_collection
188,일월령,a14a10e231d59edab80c9a4677b9087b,제니스,297,은월,9676,281205943,403.0,92.72,158.75,104.16,356.0,1350.0,1,1,existing_nexon_open_api_collection
189,승재,e6399c42e32d43ebd417b9215756df7d,크로아,294,은월,10154,135418471,383.0,95.55,98.2,102.41,311.0,1350.0,1,1,existing_nexon_open_api_collection
190,퍼리,b72218fd4b6c92c8380661b1a8d9dc14efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,다크나이트,10875,728681971,533.0,96.19,143.45,122.75,448.0,1370.0,2,1,existing_nexon_open_api_collection
191,광어초밥,e280f2e249432943b7fcc9279515cb3d,스카니아,294,윈드브레이커,10881,186488258,361.0,90.08,101.55,82.95,320.0,1370.0,1,1,existing_nexon_open_api_collection
192,조민,98d859c4e2154a1b93079dea729bca94efe8d04e6d233bd35cf2fabdeb93fb0d,루나,297,"아크메이지(불,독)",10152,165755997,467.0,96.25,96.85,194.14,290.0,1350.0,1,1,existing_nexon_open_api_collection
193,라랑,3ae89a0d97c419d35d5fb0418206a8e9efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,라라,9654,182153918,384.0,95.61,142.3,119.22,274.0,1360.0,1,1,existing_nexon_open_api_collection
194,NINE보라,06142793f0a32bf7ad2b9e4b20163c02,제니스,295,제논,10888,163044420,337.0,88.95,95.8,69.88,287.0,1350.0,1,1,existing_nexon_open_api_collection
195,파이,19a7abacb6c2172a6c154052aa78d179efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,나이트로드,9805,924365698,582.0,98.1,131.5,63.19,445.0,1350.0,2,1,existing_nexon_open_api_collection
196,루머,b02f53fdf08d3b77065a538cec28d514,스카니아,295,팬텀,11067,303497968,326.0,96.01,111.45,87.33,315.0,1360.0,2,1,existing_nexon_open_api_collection
197,필통지서,1aabdc173028ea517aeb5d83e5c5931b,크로아,296,보우마스터,10805,212339613,398.0,94.92,144.75,77.35,292.0,1360.0,1,1,existing_nexon_open_api_collection
198,위밋,08bc0562ee5d605ac066bed8c2699ce0efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,호영,10309,287005447,316.0,94.08,140.0,124.89,298.0,1370.0,2,1,existing_nexon_open_api_collection
199,일자,554dd25bd76c77cc09fa156b7833171e,베라,300,나이트로드,10256,439786417,449.0,93.63,121.45,63.19,408.0,1390.0,2,1,existing_nexon_open_api_collection
200,새틀라이트,945b77aa6b64d1c25ad1866218ead874,유니온,295,메카닉,10525,720432943,490.0,97.79,112.4,56.2,411.0,1350.0,2,1,existing_nexon_open_api_collection
201,파자마달룽,c4e045ed5a5338694a2a4a16a858c1d7efe8d04e6d233bd35cf2fabdeb93fb0d,유니온,260,팔라딘,9986,9780219,268.0,86.53,62.0,35.0,202.0,1190.0,0,0,existing_nexon_open_api_collection
202,윤선,4c806f62b830292699c732c1c1084f94efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,팔라딘,9969,196206372,389.0,92.65,123.75,93.29,302.0,1350.0,1,1,existing_nexon_open_api_collection
203,시시온이,4db3a3ed07f7604a991efa59c97746e2,크로아,225,렌,425,697743,125.0,75.38,20.0,69.23,135.0,440.0,0,0,existing_nexon_open_api_collection
204,송은,67b3be610f2423d23831cb8b8b167f86efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,와일드헌터,10862,388974978,501.0,97.46,167.95,126.84,310.0,1360.0,2,1,existing_nexon_open_api_collection
205,헌터징,ff4b21e6d9d6e93fc67457c7f08025b9,루나,295,보우마스터,10098,260190617,378.0,98.36,104.95,75.83,264.0,1360.0,2,1,existing_nexon_open_api_collection
206,동팔이,18e4362d23c4fba0d2a56f6ac7f1cda7,루나,288,나이트로드,10830,123036294,513.0,96.99,93.1,63.19,285.0,1390.0,1,1,existing_nexon_open_api_collection
207,진격썽,0df21699692cd8cd075b204591dc731d,스카니아,290,캐논마스터,10803,116962089,366.0,95.1,90.7,76.09,272.0,1360.0,1,1,existing_nexon_open_api_collection
208,넨냠,e3ca3e6fd125a4b623d06b5b2285f037,베라,298,비숍,9510,289380571,361.0,94.66,105.75,233.49,291.0,1350.0,2,1,existing_nexon_open_api_collection
209,빛의요람,4b71c52e92f6c6de1376f5f9f047debf,제니스,291,듀얼블레이더,10931,307175934,449.0,89.22,106.9,55.39,389.0,1350.0,1,1,existing_nexon_open_api_collection
210,미노샤크,35471fd2f4a818b98819a340cf93f038,크로아,291,스트라이커,10081,80455281,225.0,84.29,105.25,38.89,237.0,1350.0,1,1,existing_nexon_open_api_collection
211,SoIerda,37658c6ba7920f2f096d1f0190ad9848,크로아,297,아란,8928,170314874,336.0,90.02,81.9,46.41,319.0,1350.0,1,1,existing_nexon_open_api_collection
212,원장,acdf388edae9ecb50f2b5e5c65c431c3,스카니아,298,아크,11023,404899479,422.0,93.69,133.2,55.23,334.0,1360.0,2,1,existing_nexon_open_api_collection
213,파카츄츄,d917fc350e3251a279ab32013374416a,루나,297,섀도어,9714,310193344,408.0,95.19,168.0,73.95,311.0,1390.0,2,1,existing_nexon_open_api_collection
214,찍네,b8de03324450c18102a5e8d009d3faa4,베라,297,비숍,9800,60274669,251.0,93.35,83.15,233.49,150.0,1360.0,1,1,existing_nexon_open_api_collection
215,뿍린섀도어,f2f651b4cdbabb9cbef338bb16a942b3efe8d04e6d233bd35cf2fabdeb93fb0d,유니온,270,섀도어,9260,18308020,352.0,93.41,87.0,56.79,213.0,710.0,0,0,existing_nexon_open_api_collection
216,블랙맨맨,ba5ec7c6a082234ecbe80af9ae661e68,에오스,297,나이트로드,10146,313439840,439.0,96.76,123.05,63.19,334.0,1370.0,2,1,existing_nexon_open_api_collection
217,박준호,a979ad8b08d2f7273fa70356411ca965,에오스,298,제논,10016,341037832,385.0,96.73,118.5,28.7,385.0,1370.0,2,1,existing_nexon_open_api_collection
218,대흑장로,a4947bbf064b185def8eeceacea32769efe8d04e6d233bd35cf2fabdeb93fb0d,유니온,297,아란,9799,85153070,278.0,86.13,82.7,46.41,225.0,1350.0,1,1,existing_nexon_open_api_collection
219,때구,650c8e65e5e43e5c1dadbf14311c1b2e,스카니아,298,아델,9303,179059085,319.0,84.23,106.8,96.58,336.0,1350.0,1,1,existing_nexon_open_api_collection
220,섀도줏,2544fdedded0a27b4372ce4d8579c602efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,섀도어,10847,136296421,299.0,91.41,123.0,73.95,263.0,1350.0,1,1,existing_nexon_open_api_collection
221,홍련,84180043ef2492e76c74f0352679df7c,에오스,296,"아크메이지(썬,콜)",10431,1043392456,542.0,97.96,120.45,194.14,445.0,1360.0,2,1,existing_nexon_open_api_collection
222,하늘과땅차이,26b5ccc1aaa07f88e96b419d22d678e7,스카니아,299,다크나이트,9825,208475645,333.0,93.12,124.95,169.28,270.0,1360.0,1,1,existing_nexon_open_api_collection
223,애뿔,e9301c451c4b0418587be61897172215efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,와일드헌터,10796,258928201,363.0,97.02,135.0,126.84,374.0,1370.0,1,1,existing_nexon_open_api_collection
224,DAY6,aee6c8d4e34ca19c02e4fa1b6f718458,크로아,295,비숍,10776,715570157,452.0,98.0,120.05,233.49,431.0,1360.0,2,1,existing_nexon_open_api_collection
225,정은비,b18c17fc869c13fbc58f7dcd319e28f0efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,바이퍼,10860,685944905,590.0,98.59,136.1,50.4,429.0,1380.0,2,1,existing_nexon_open_api_collection
226,HUNWOOK,dbea01d0dc4716b335a96a9b63e7b899efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,듀얼블레이더,10848,55073087,309.0,87.65,72.65,55.39,125.0,1350.0,1,1,existing_nexon_open_api_collection
227,솜짱,64893ac7c9a634a8cfe21fb7b340ba25,베라,299,호영,9983,229672059,370.0,91.92,121.95,102.6,303.0,1350.0,1,1,existing_nexon_open_api_collection
228,정현영,db1389ab2e93108d6a523665aac92ac9,크로아,298,카이저,10674,730911629,587.0,98.42,139.15,55.08,427.0,1380.0,2,1,existing_nexon_open_api_collection
229,보공,4dbd337a40f7bda4c38800a4fb297397,스카니아,295,제로,10031,959471477,569.0,97.67,156.5,62.16,417.0,1350.0,2,1,existing_nexon_open_api_collection
230,선서,df1506fcb17e5f35a0bc8fce94fbe4e0,스카니아,295,비숍,10243,326817314,403.0,95.75,119.15,233.49,310.0,1360.0,2,1,existing_nexon_open_api_collection
231,택민,a75e9144afb2ca5e6c87147c43a5258c,스카니아,295,와일드헌터,10879,999375366,569.0,98.14,131.65,126.84,437.0,1380.0,2,1,existing_nexon_open_api_collection
232,가뜨,906bd4433600cb977b862440beed8024efe8d04e6d233bd35cf2fabdeb93fb0d,루나,297,일리움,9771,232554813,308.0,97.47,122.05,65.0,285.0,1370.0,2,1,existing_nexon_open_api_collection
233,하스노코,a4f83417d9ab59e26ef64328543c9a5f,크로아,298,다크나이트,9878,129172053,305.0,89.7,149.9,208.27,293.0,1350.0,1,1,existing_nexon_open_api_collection
234,민트카닉,39f8a20d8a36d9973d6f2496b1869c91efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,메카닉,10268,388727746,466.0,96.12,100.35,56.2,427.0,1350.0,1,1,existing_nexon_open_api_collection
235,작곰,0d47feea07f506812dfdceabdd35ecccefe8d04e6d233bd35cf2fabdeb93fb0d,유니온,295,아크,10389,177866895,335.0,93.7,99.25,55.23,284.0,1350.0,2,1,existing_nexon_open_api_collection
236,쯔쵸단,47cdd430e5b1923b1d028d206170846b,크로아,299,비숍,9308,231095871,306.0,90.16,125.9,233.49,299.0,1390.0,2,1,existing_nexon_open_api_collection
237,ttl별이보임,0199873a89d583b9d564c65cb7ecfd1fefe8d04e6d233bd35cf2fabdeb93fb0d,루나,294,다크나이트,10777,162654313,312.0,90.31,119.55,208.27,315.0,1350.0,1,1,existing_nexon_open_api_collection
238,돔캐시,f9286e2ee55eb93feac050c4850ebafa,루나,298,나이트로드,9856,180688924,344.0,93.53,113.05,63.19,319.0,1350.0,1,1,existing_nexon_open_api_collection
239,s이승s,a6d4305ef74b14cb4e5b6b93b6bc83b4,크로아,210,비숍,210,225770,60.0,53.45,21.0,203.17,60.0,180.0,0,0,existing_nexon_open_api_collection
240,모피,d1513126667c9cbad59df8ef6316c199efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,비숍,10006,201286656,321.0,95.42,103.65,233.49,232.0,1370.0,2,1,existing_nexon_open_api_collection
241,쿵빡,cc507f1f863bafce6b5407a2682de8ec,크로아,296,다크나이트,10632,569975725,484.0,97.88,145.4,185.44,417.0,1350.0,2,1,existing_nexon_open_api_collection
242,카와이동근,d68e9e2b0544bb3319189a913dd9d415efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,아크,10402,253219807,395.0,94.28,115.95,55.23,294.0,1360.0,2,1,existing_nexon_open_api_collection
243,두근,84f9146d2cb4d850a0ea6b31a915f1b8,스카니아,299,팬텀,10037,425569632,405.0,95.26,120.5,87.33,319.0,1360.0,2,1,existing_nexon_open_api_collection
244,바쨩,7523a185a882bd8b5b47719443f667a4efe8d04e6d233bd35cf2fabdeb93fb0d,에오스,293,렌,9949,262310716,380.0,94.97,100.85,86.15,321.0,1360.0,2,1,existing_nexon_open_api_collection
245,깡김,7996447177d84a87c8bc813e2da979f7,루나,297,루미너스,10243,242084275,406.0,97.86,90.4,104.82,304.0,1360.0,2,1,existing_nexon_open_api_collection
246,가드너프예정,1157102ae5e898cbca24a9f4b542c625,크로아,298,미하일,9902,208025085,396.0,93.42,155.35,106.25,334.0,1360.0,1,1,existing_nexon_open_api_collection
247,애깅이,9741de2a4b35cd53361b410589ed95ddefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,"아크메이지(썬,콜)",10889,777500823,691.0,99.04,160.45,194.14,407.0,1360.0,2,1,existing_nexon_open_api_collection
248,루웽,a3589796b12f9e2d3d6d047ea655b4c9,스카니아,295,섀도어,10868,625462530,488.0,97.42,143.35,72.46,431.0,1360.0,2,1,existing_nexon_open_api_collection
249,룬쏀,8d92f22fea9f5687d5c365cdd5cf5946efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,201,제로,,277698,109.0,80.47,68.0,47.42,30.0,40.0,0,0,existing_nexon_open_api_collection
