sample_index,stat_date,character_name,ocid,world_name,level,job,union_level,combat_power,boss_damage_pct,ignore_defense_pct,critical_damage_pct,final_damage_pct,starforce,arcane_force,liberation_quest_clear,genesis_weapon_equipped,genesis_weapon_liberated,destiny_weapon_equipped,destiny_weapon_liberated
140,,낵넛,dc28166717a9d8000a5884ea3a84bebeefe8d04e6d233bd35cf2fabdeb93fb0d,오로라,271,렌,1016,6444966,186.0,86.14,27.4,69.23,253.0,840.0,0,,0,,
141,,캐마,6829d7a33e6aeac5010cc368349878deefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,캐논마스터,10578,254678361,463.0,94.89,109.4,76.09,284.0,1350.0,1,,1,,
142,,샤프,fed58a95394a61c39a26be32d5d96e26efe8d04e6d233bd35cf2fabdeb93fb0d,에오스,298,팬텀,10481,1093139785,499.0,97.94,135.5,124.8,458.0,1350.0,2,,1,,
143,,판매자,0c41ff653bd6d5adf6e95cf97a45837a,루나,297,히어로,9704,132084272,277.0,94.61,101.3,232.75,317.0,1350.0,1,,1,,
144,,리토잉,3b734fcbea13bd800c5d4f69475a9a22,베라,298,에반,10855,203074494,358.0,97.25,132.2,68.74,245.0,1370.0,1,,1,,
145,,징스,ee46bbb26bac1aa27dfcc91144e84772,루나,295,히어로,10751,228558081,357.0,96.85,113.8,51.25,270.0,1360.0,2,,1,,
146,,모니,48c4ac5c12b558e06b79797259b157a1,크로아,297,에반,10068,188600826,372.0,95.27,120.35,68.74,270.0,1370.0,1,,1,,
147,,양주,5950ecbf1bf434f32e8f11226400a8cf,크로아,296,에반,10513,407150776,413.0,95.64,131.55,68.74,318.0,1360.0,2,,1,,
148,,렌의마지막,0b9034911fca3b2914efce89fb2b17e4,스카니아,286,렌,10937,63126145,303.0,94.18,64.0,69.23,267.0,1400.0,0,,0,,
149,,개강,295c7fae3eed0725490411638b4a8b76,스카니아,297,비숍,9922,820353990,622.0,97.55,159.4,274.68,438.0,1360.0,1,,1,,
150,,쿠로사키,ed441a024ebc3788c1bfb8c550922a7b,베라,296,아란,10872,165426476,298.0,89.99,111.6,56.48,327.0,1350.0,1,,1,,
151,,개링,357dcc238a390729e767e5c72d10a254,루나,298,윈드브레이커,10589,256906888,419.0,94.54,109.25,82.95,291.0,1350.0,2,,1,,
152,,돌곰,bec17dc94b900028c2b7ade0ceedaea8efe8d04e6d233bd35cf2fabdeb93fb0d,루나,297,패스파인더,10814,287607323,328.0,93.83,126.4,57.7,379.0,1350.0,1,,1,,
153,,즈호,cd97eac6e979c3e05ba4c98814cdc3c7,크로아,281,호영,8899,28733279,190.0,82.28,95.15,84.18,196.0,1320.0,0,,0,,
154,,드델,baeae282a34ef5a532a51b61c05ff1fbefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,290,아델,10817,111981102,271.0,88.66,87.8,84.04,223.0,1350.0,1,,1,,
155,,캔디붐,e030e72a06764f182ec0739972546c5d,루나,295,"아크메이지(썬,콜)",10189,296507759,339.0,95.5,121.45,194.14,299.0,1370.0,2,,1,,
156,,초능력분류학,64bd7115e4d548601abc3a1661bf701f,루나,295,키네시스,10857,150312926,388.0,92.94,147.05,186.54,266.0,1360.0,1,,1,,
157,,흑백남녀,458f94ca1a6d0599bfea619e83601f24,루나,295,배틀메이지,10536,635146447,509.0,98.4,145.45,74.46,425.0,1380.0,2,,1,,
158,,늘지,4fdff3d1c7cafa0bb761bf656efbfb1fefe8d04e6d233bd35cf2fabdeb93fb0d,이노시스,295,플레임위자드,10111,180729979,158.0,91.2,108.9,122.75,296.0,1370.0,2,,1,,
159,,달향이,a7ebfa8428a462d40e5b7288bf7cc399efe8d04e6d233bd35cf2fabdeb93fb0d,루나,297,바이퍼,9232,99097423,219.0,84.03,98.95,50.4,332.0,1350.0,1,,1,,
160,,천정,bfc0db4e2ce85a329c1db5d672bff3cb,루나,295,캡틴,10265,847559104,597.0,98.04,155.1,78.2,413.0,1380.0,2,,1,,
161,,김병간,96a3f6a7487c93348b94d192f244db4a,크로아,297,아크,9889,305568784,340.0,96.38,126.45,55.23,306.0,1360.0,2,,1,,
162,,단임,8b10f1ec890673d8e1beaec626ec9f7aefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,에반,11007,269876823,577.0,96.11,165.3,68.74,363.0,1375.0,1,,1,,
163,,비류,0fe2fd7c8d3f3b583e41ec8488b52bea,스카니아,297,플레임위자드,10181,1036132392,640.0,97.94,134.85,131.66,444.0,1370.0,2,,1,,
164,,고딩,0d73bf5cf42310a9dc63efa7cb453655efe8d04e6d233bd35cf2fabdeb93fb0d,루나,297,팔라딘,11065,526710049,394.0,96.15,97.5,93.29,361.0,1350.0,2,,1,,
165,,젝꼼,958019f1bb4c58e0cfb26009f97168ca,크로아,285,메르세데스,8531,66932838,388.0,92.96,79.0,50.06,288.0,1350.0,0,,0,,
166,,뻥힛,966b51f484b2c2fea3940f313a8f7abbefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,듀얼블레이더,10816,303229346,345.0,96.3,126.85,119.1,292.0,1350.0,2,,1,,
167,,꾸왁v,b43b6fa974a0e890b07a3449d2b9f80b,아케인,200,"아크메이지(썬,콜)",,7597,0.0,20.4,15.0,167.4,0.0,40.0,0,,0,,
168,,깨루미,b2cf6a12236d7ab2ea69e5db68287200efe8d04e6d233bd35cf2fabdeb93fb0d,루나,299,루미너스,10057,302518750,373.0,96.21,106.8,104.82,338.0,1415.0,2,,1,,
169,,챔히,8d4bd158dcf950bf6a76b411f894017c,제니스,298,팔라딘,10108,174231971,346.0,93.87,98.05,82.35,284.0,1350.0,1,,1,,
170,,서울시,0985a11c0acdd1b8725f99c14500ec4a,크로아,295,패스파인더,11155,177812094,323.0,93.42,85.2,57.7,280.0,1380.0,1,,1,,
171,,으누담,bfcef9c9cbfd5adc3049e441ee0062a9efe8d04e6d233bd35cf2fabdeb93fb0d,에오스,290,듀얼블레이더,10840,206577853,368.0,90.6,145.35,55.39,316.0,1350.0,1,,1,,
172,,201903120156,c61e15203a299e4ea34b545f9ad46de6,루나,295,패스파인더,10866,231101823,475.0,97.74,84.8,57.7,312.0,1460.0,1,,1,,
173,,격실,6a0f0719a4871c1ce02c55f0fe4d7d47,루나,293,엔젤릭버스터,10828,129998079,321.0,94.07,95.0,78.44,274.0,1350.0,1,,1,,
174,,raro,598f53182d234b3b2f14c35eb39bfcfb,루나,300,팬텀,9649,241807343,341.0,93.25,108.0,216.96,325.0,1390.0,1,,1,,
175,,짜세,d558ddd2908b324ba3b68d293ac5ce3f,베라,296,호영,10308,421093223,445.0,94.87,134.85,102.6,318.0,1350.0,2,,1,,
176,,날먹메린이,b214e7063aef3ba9fd87dea3f00d0c87,루나,294,"아크메이지(불,독)",10171,206342191,318.0,94.81,106.85,194.14,275.0,1350.0,2,,1,,
177,,IreliaMan,e8e000789bcbde3ef5f631627874d268,루나,298,아델,9476,184481013,346.0,91.03,98.95,84.04,311.0,1350.0,1,,1,,
178,,초급방패,4c62dc0a0ef6aa3aab8b11900026afedefe8d04e6d233bd35cf2fabdeb93fb0d,루나,286,미하일,10914,178004930,402.0,96.5,107.95,106.25,355.0,1380.0,1,,1,,
179,,알샤,049e8dad42fff1f6cca2b613f3f0f1bd,스카니아,299,나이트로드,9847,301986917,437.0,94.36,124.05,63.19,305.0,1360.0,2,,1,,
180,,야에르아란,815220a76698bb245eb139e390cb5bce,레드,290,아란,10845,81928675,301.0,78.63,82.45,46.41,248.0,1350.0,1,,1,,
181,,Spin,0a30d72c028fdf1ad575b9e13ef3b80c,스카니아,295,아크,10457,918107893,549.0,97.98,133.8,55.23,447.0,1360.0,2,,1,,
182,,여갤,1c961968020d376d90ae392667b58cc0,크로아,296,캐논마스터,9830,289884157,440.0,94.19,118.5,77.43,263.0,1360.0,2,,1,,
183,,Luckywomen,3910acad6502690752d6a6c151860f8a,에오스,295,섀도어,10299,222456131,295.0,92.18,137.1,73.95,343.0,1380.0,1,,1,,
184,,Ereve,ceb96d13737f222a1f6aef94c38b4467,크로아,297,다크나이트,10737,123497634,336.0,92.39,119.25,122.75,281.0,1380.0,1,,1,,
185,,숙원,dd21470039e36ca0fdfa9d0477505b33,스카니아,298,바이퍼,10402,669036698,565.0,98.37,137.5,50.4,412.0,1370.0,1,,1,,
186,,Flit,e49bcb58e82748c20b95f5439b739e97efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,섀도어,9601,161720557,297.0,90.51,127.0,73.95,287.0,1350.0,1,,1,,
187,,혜지개미,14545567380a8363c49d78c1ed973a7b,레드,296,비숍,10208,284911819,349.0,95.79,123.5,233.49,288.0,1350.0,2,,1,,
188,,팽한개,3d4c34f12b65ef6584dc5b8d3af9f29d,스카니아,235,비숍,235,391761,90.0,62.89,26.0,203.17,51.0,375.0,0,,0,,
189,,로니찌,6c4ebbb64bd7bb004f873f074537849c,오로라,295,나이트로드,11000,245124435,476.0,96.68,114.1,63.19,334.0,1380.0,1,,1,,
190,,하미,d11bbecf7f68bbec5d047ebbfc6d4797,베라,298,보우마스터,9711,171685104,311.0,95.86,93.65,75.83,288.0,1350.0,1,,1,,
191,,모모난,f63843169b0f252ffb7c42032054aa46,루나,292,나이트로드,10268,295984091,446.0,95.79,117.05,63.19,317.0,1360.0,2,,1,,
192,,톰스,c71818cafa1d541a14282aeb28e2f762,스카니아,300,제논,9640,307412612,374.0,95.54,96.85,69.88,340.0,1360.0,2,,1,,
193,,인낀,0aff675969e5a92a15384e541f5ffb35efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,아크,10958,1095995460,548.0,97.74,137.85,55.23,455.0,1360.0,2,,1,,
194,,쵸피츄피파,595b577ac0af5de874b6c36d28c40d85efe8d04e6d233bd35cf2fabdeb93fb0d,루나,262,렌,2579,3630073,187.0,87.87,22.0,69.23,194.0,890.0,0,,0,,
195,,윤형,c7f7f8e2b72502293ac9c5887eeaefa1,루나,295,"아크메이지(불,독)",10963,315982555,371.0,96.45,109.6,194.14,311.0,1380.0,2,,1,,
196,,낑유빈,8e31050870ba0bebe215b297f7b6d154,스카니아,265,"아크메이지(썬,콜)",7404,7665679,163.0,78.11,45.0,167.4,207.0,980.0,0,,0,,
197,,잼병,4757c7d68fb8f7a78fc51b34767dae28,스카니아,295,아란,10856,390633158,494.0,96.87,110.35,46.41,387.0,1350.0,1,,1,,
198,,17일차뉴비,ee571402e3524724dbf5d594fd4dde27,스카니아,215,렌,215,118325,78.0,60.72,10.0,69.23,60.0,90.0,0,,0,,
199,,스텝님,a4e58031934ade386a9c4724a9d19c07,베라,299,히어로,10300,319206235,444.0,96.35,78.65,51.25,419.0,1370.0,1,,1,,
200,,유자쏘주,03fd53ee2627388a6f3431790f5b5125efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,299,에반,10618,245500013,578.0,96.89,147.4,85.61,383.0,1350.0,1,,1,,
201,,달곰,cf7f9d7ffb25b011cb1852aad520d9d5efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,엔젤릭버스터,10925,428820795,555.0,97.95,124.95,78.44,336.0,1350.0,2,,1,,
202,,마이뀨밍e,3b1d949ad7d1c44ddf21c3643014f4b6,스카니아,210,아크,,181837,82.0,54.18,30.0,41.12,65.0,230.0,0,,0,,
203,,레니핥,67c11162d8856abc98cc3567d6964d02efe8d04e6d233bd35cf2fabdeb93fb0d,유니온,280,렌,8543,25626130,241.0,91.52,56.45,69.23,236.0,1350.0,0,,0,,
204,,섀도닉은,dce8d58b63995917466a1b487a880a7c,루나,290,섀도어,10869,89856455,331.0,78.34,97.6,72.46,315.0,1350.0,1,,1,,
205,,해초무,4883d7686e28035b2ade7c863c4aa993,스카니아,293,제논,10059,151619476,356.0,95.65,98.7,28.7,229.0,1360.0,1,,1,,
206,,스포츠,300e7775255fccecdd35d564e86b57ed,스카니아,299,다크나이트,9666,300764669,344.0,95.66,140.45,208.27,346.0,1350.0,2,,1,,
207,,하비듀글리,31a4050960ee7e849b466e58adbd4159aae77432709819edb959e1fd5d1d77b4,엘리시움,268,듀얼블레이더,,979423,65.0,57.97,20.0,41.26,135.0,740.0,0,,0,,
208,,쿠몽,47e837bedb1a71e0ce90e3c117c1a166,크로아,299,은월,10324,252312695,311.0,96.3,104.4,102.41,336.0,1360.0,2,,1,,
209,,헨쇼,c54c36de504ffc979f67ec2c79d1b5eeefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,300,아델,9929,165333679,445.0,92.51,140.15,84.04,275.0,1350.0,1,,1,,
210,,미완,ac8f77b8ac8986916c0af0295d9909c4,루나,295,팬텀,10090,430807141,475.0,96.29,116.15,87.33,409.0,1350.0,1,,1,,
211,,뵤뵤뵤뵤뵤우,fe10a2eae6701f11252a4f114fcfd97c8295750b1f4857867454debc45ec9c8a,엘리시움,272,보우마스터,472,2413688,135.0,85.96,47.0,61.23,110.0,830.0,0,,0,,
212,,김건희,62c56656b6d7b8861b15c0d6da00436b,크로아,297,팬텀,10506,437791637,350.0,94.55,149.75,87.33,327.0,1350.0,2,,1,,
213,,크래욘,46993d3988b62e968116ed89b4c3cd2e,에오스,290,루미너스,10369,156336952,389.0,96.57,90.5,107.83,316.0,1380.0,1,,1,,
214,,렌머시고,1e37dc6864edd6981e04b0e986cbc2a2efe8d04e6d233bd35cf2fabdeb93fb0d,루나,200,렌,,148212,70.0,60.72,10.0,69.23,60.0,140.0,0,,0,,
215,,리움퓨,0390f72cabdee082f35e5a5201bfc187,루나,295,일리움,10830,562042277,559.0,96.28,125.05,65.0,407.0,1350.0,1,,1,,
216,,거실,84a7655e479b8453b1c9dfcd39777185efe8d04e6d233bd35cf2fabdeb93fb0d,루나,298,카인,10129,248105630,426.0,96.23,127.0,144.89,309.0,1350.0,2,,1,,
217,,날씨좀알려줘,fbb051aaeb428ece6735aa54f45c46f3,오로라,296,아델,10809,229139362,409.0,95.35,114.4,96.58,283.0,1360.0,2,,1,,
218,,민송탄,fb76ceaa6f2016fdadef67f1e5a38333,베라,260,렌,460,600139,80.0,72.88,19.0,80.88,125.0,730.0,0,,0,,
219,,머거볼랭,b57ab0e30609e78e43b384653eae0444,스카니아,283,은월,10772,109585472,392.0,98.21,103.25,104.16,300.0,1370.0,1,,1,,
220,,덕언마꼬,e13a5ece0b06f5389ec0d14348e6af7aefe8d04e6d233bd35cf2fabdeb93fb0d,루나,276,보우마스터,8896,25381061,356.0,95.53,58.2,59.85,171.0,1320.0,0,,0,,
221,,듀얼쿠기,d72b290a87c6d3acec0f1aefce8d48b1efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,295,제로,10849,482444355,559.0,97.68,138.85,62.16,396.0,1350.0,1,,1,,
222,,디뎌,4a1da5abf2676e3a00fcbf37c6ca0455efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,299,아델,10406,212970882,338.0,94.96,110.4,84.04,313.0,1350.0,1,,1,,
223,,신키유네,950422728b32cd4edfd74db498da95c3,스카니아,273,키네시스,1213,2319801,129.0,86.59,51.0,148.27,96.0,1060.0,0,,0,,
224,,벨라녀,9b004fb98a5e3bef3a5c704652743115,크로아,290,메르세데스,10845,56104199,393.0,95.38,110.3,63.71,84.0,1350.0,1,,1,,
225,,튜치,c00992a66694de3eafe800198b3287ca,에오스,297,소울마스터,10430,787440493,539.0,97.74,127.1,60.88,418.0,1380.0,2,,1,,
226,,SC0729,637eb889149cde05cc572842da2ca0c2,스카니아,288,비숍,11046,115139179,446.0,95.6,82.0,233.49,284.0,1350.0,1,,1,,
227,,도니염미,982cbf324dfc1c3668867c5f5d28490a,크로아,295,윈드브레이커,10182,230365243,372.0,94.17,129.15,84.31,290.0,1380.0,2,,1,,
228,,미캡,4137ec9e150095ffe1ec37f18be9e4bc,에오스,296,캡틴,10079,315953552,342.0,93.72,156.7,81.05,379.0,1360.0,2,,1,,
229,,열정시민,80736d1939d4a19efc87c5d37935f8d0,크로아,298,히어로,10698,113172908,199.0,94.33,100.7,247.88,268.0,1350.0,1,,1,,
230,,파오,61fb539d372a378815924d80736440d1,크로아,297,히어로,10075,957294322,610.0,98.35,127.15,232.75,442.0,1380.0,2,,1,,
231,,진리관614,cb642b14f66507999db48ee4e479ae9b,루나,293,데몬어벤져,10194,687836112,508.0,97.9,109.95,30.9,425.0,1380.0,2,,1,,
232,,유나얼,ba9675da42b25d4e71694f4fe5f69462,스카니아,297,섀도어,10381,376655128,391.0,96.44,136.4,73.95,288.0,1350.0,2,,1,,
233,,하악이,034c84cd8c79b6ae3cf0dfa8e46630a1efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,다크나이트,10901,191870140,360.0,94.09,167.35,208.27,343.0,1350.0,1,,1,,
234,,뜸찌,56edca1f9e0d2a2a8f66d19a62dbb88d,크로아,295,"아크메이지(썬,콜)",10966,184483859,336.0,94.69,111.35,194.14,338.0,1370.0,1,,1,,
235,,포도먹는표도,1b780a2677cc0c3dac763b2bfe4418a2efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,나이트로드,10968,645463036,418.0,96.01,128.5,63.19,427.0,1370.0,2,,1,,
236,,EMD3,8056861d0b7d00e2a8d7bba3ddd6255fefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,296,에반,11069,161101881,323.0,91.68,129.05,68.74,265.0,1350.0,1,,1,,
237,,Kresxent,83ea508a387d5a0eddf9541f64d77712efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,294,섀도어,10807,121237036,311.0,86.87,109.0,72.46,243.0,1350.0,1,,1,,
238,,큐랑,a5cc8743674cacf1af0fa02824e7f859efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,호영,10392,515267637,535.0,96.74,170.25,128.62,430.0,1350.0,1,,1,,
239,,뿌쟝,edb404db00e256316f7fc8080970250a,엘리시움,295,나이트로드,10289,212303737,416.0,95.91,144.65,63.19,266.0,1360.0,1,,1,,
240,,코카르테,491ff286ebbb0d2b720315366b3e4e0defe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,293,아크,9965,181424655,284.0,94.85,115.9,55.23,288.0,1350.0,1,,1,,
241,,그치,3dbe7604ef8725a7ec312bc496ebc41f,루나,299,비숍,10145,190335093,371.0,92.58,100.35,233.49,306.0,1370.0,1,,1,,
242,,I배틀매이지I,95d17bb73c1c217b99108d236c5e7c95,크로아,270,배틀메이지,710,3685229,227.0,83.27,55.0,58.6,145.0,970.0,0,,0,,
243,,도칼,3d04b18f4e318c126d01153f7b0eb564,크로아,285,아크,10159,154894301,449.0,97.05,100.4,55.23,310.0,1370.0,1,,1,,
244,,만남에반,d99e2dbfea281734092192151234ab44,오로라,294,에반,10938,159994408,365.0,97.17,157.95,68.74,311.0,1360.0,1,,1,,
245,,러다,864d2002485175b8791ec519e49da9af,스카니아,294,제로,11005,152322019,317.0,96.26,128.5,62.16,281.0,1350.0,1,,1,,
246,,염력,e030d27bd7a8804c81c570e43dfd5518,베라,297,키네시스,10044,759330492,564.0,97.96,133.7,173.09,436.0,1360.0,2,,1,,
247,,매화영업,22ef770d956b5626523e2b8be673b752,스카니아,278,렌,3752,13283395,264.0,80.58,30.5,69.23,176.0,1140.0,0,,0,,
248,,에스코트아델,744696342734b0bccea8bfbdbee9720f,스카니아,275,아델,4316,12502671,248.0,92.56,52.1,78.71,212.0,1440.0,0,,0,,
249,,엥뙈,41cd86b0dc1f28afa45c7d16d58ea878,크로아,285,칼리,10889,181700296,535.0,95.74,121.15,90.08,319.0,1350.0,1,,1,,
250,,리무,603b37aa89198bc0d6ee9367f17a5c21,스카니아,298,"아크메이지(썬,콜)",10503,273183094,255.0,94.46,104.4,194.14,341.0,1350.0,2,,1,,
251,,벨벨,6c8faa577de2eca0c75f1969b0229d6aefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,300,스트라이커,10740,454654749,508.0,98.91,179.15,38.89,305.0,1360.0,2,,1,,
252,,라베찌,6f30609c8674441e2ad8de17a6107d65,베라,296,윈드브레이커,10973,168607954,445.0,89.63,137.0,84.31,307.0,1350.0,1,,1,,
253,,아넴,2a82ea6be965aa24c938bffb65bbdd13,에오스,295,아델,10835,252993000,340.0,96.4,102.1,96.58,349.0,1350.0,2,,1,,
254,,정색,14a5e9e890514ce29ad338ba9c84d07d,크로아,295,루미너스,10922,128501241,337.0,95.81,81.05,104.82,279.0,1350.0,1,,1,,
255,,추돌,99aec737b21fc465472d64d6e912256d,스카니아,298,데몬어벤져,10435,62624401,247.0,84.24,75.55,43.99,155.0,1320.0,2,,1,,
256,,김집사,43cb90ca7a7f4875a355b97883aa9d8c,오로라,290,"아크메이지(불,독)",10589,333982926,441.0,96.95,107.05,194.14,423.0,1370.0,1,,1,,
257,,카챠라,00aa973903beb14ade6b64d1a10e7809,스카니아,295,"아크메이지(썬,콜)",10505,406568662,532.0,97.69,102.1,194.14,401.0,1380.0,1,,1,,
258,,까모,2250180e9a8f80dc795844806fb189e3efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,팬텀,10395,271091307,288.0,94.15,111.15,87.33,328.0,1350.0,2,,1,,
259,,로사,3425612ebe0ea4e1b6bbfd6d8de772d0,크로아,296,비숍,10985,137766176,306.0,93.65,61.75,233.49,251.0,1350.0,1,,1,,
260,,통그릴,3d1e1690ebd10fa7225dbcedf15a8d81,스카니아,297,윈드브레이커,9751,134745204,393.0,93.31,147.25,84.31,283.0,1360.0,1,,1,,
261,,염쓰,2354cdeabeb1a0e33e37e0e90e97b5e7,루나,291,보우마스터,10778,153490295,402.0,97.66,138.95,77.35,291.0,1350.0,1,,1,,
262,,야랸,5a1dc9e98729e1a5a09d6b0a00414e17efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,299,아란,10693,288400309,388.0,95.54,153.5,47.62,331.0,1380.0,2,,1,,
263,,수구,b05363eff8cdc963c7b65659f880a7fd,오로라,297,듀얼블레이더,9631,560247957,504.0,97.05,116.1,55.39,417.0,1380.0,1,,1,,
264,,엘사야옹이,382f12dc23f5e5087dce5d1180c012a2,스카니아,210,키네시스,,14526,0.0,46.54,39.0,148.27,10.0,40.0,0,,0,,
265,,루나텔레콤,8c8e2c38e4995115c06fd7f7376f1469efe8d04e6d233bd35cf2fabdeb93fb0d,루나,260,보우마스터,395,914235,105.0,74.47,39.0,59.85,75.0,700.0,0,,0,,
266,,패릿,588928e56d3b1ef6b86f1088ce047511,스카니아,297,아델,9842,659058426,572.0,98.2,130.8,84.04,346.0,1350.0,2,,1,,
267,,은하성녀,850f4ba16adcbf7cf88a1998d26f2cb2,스카니아,287,루미너스,11077,173202676,471.0,95.12,78.5,104.82,330.0,1450.0,1,,1,,
268,,태썬,e0ac1cb0f6665d040d8698417c332ecf,베라,292,히어로,10832,145836325,357.0,95.09,131.1,393.8,275.0,1350.0,1,,1,,
269,,왕잔,d655829a421e913565cf7cfc4c68e255,베라,290,보우마스터,10828,307703889,525.0,98.25,101.2,75.83,377.0,1350.0,1,,1,,
270,,이람,a7480d70402287091396520d748411edefe8d04e6d233bd35cf2fabdeb93fb0d,이노시스,297,듀얼블레이더,10440,428430937,292.0,89.22,118.85,55.39,434.0,1350.0,1,,1,,
271,,무싱,b90ed044e13b8158c4d59b3df0d4e70aefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,286,라라,10809,175099528,356.0,92.82,100.15,107.35,298.0,1350.0,1,,1,,
272,,해씨잼,ab4b0814d1d2369e3b3426d68d81c66e,에오스,295,소울마스터,10157,579374582,512.0,95.69,128.25,60.88,431.0,1385.0,2,,1,,
273,,슈리언즈,35620723cef1849ef0e21de2918e0fc6,스카니아,298,캡틴,10339,349936697,411.0,91.86,149.5,81.05,324.0,1350.0,2,,1,,
274,,월떵,1806577c97ff98b33f76ce073bb0dcde,크로아,297,나이트로드,9880,157043962,401.0,93.5,140.3,63.19,296.0,1360.0,1,,1,,
275,,씨씨유씨씨,d387b77daaf1c98387b5a4b15e1d37c1,크로아,283,렌,4730,32128727,254.0,86.62,85.5,80.88,218.0,1460.0,0,,0,,
276,,메메닛,69afcd11a20cfbf205881ae99e7ef7da,크로아,288,블래스터,11012,64029078,454.0,96.02,64.1,105.7,173.0,1370.0,1,,1,,
277,,콥초,7e7b83e970dd32e34947f0df38418023,루나,298,아델,10362,358942151,490.0,95.25,154.55,96.58,328.0,1370.0,2,,1,,
278,,일란이란,999f43aa0c68917b2fa0d642ab73217c,핼리오스,292,메르세데스,10789,126090464,254.0,90.5,95.7,63.71,330.0,1350.0,1,,1,,
279,,씨독,08c9120030949c04d223e1c9bad0fd31efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,"아크메이지(불,독)",9867,701682905,486.0,96.69,119.15,194.14,433.0,1360.0,2,,1,,
280,,동정녀,9b17004b81d6696f4ebcfaf79ce27742,루나,298,나이트워커,10815,624902513,443.0,95.16,131.15,70.02,400.0,1350.0,2,,1,,
281,,어썰트,3f994a15c819656884dca4a22e6859d3,루나,296,듀얼블레이더,11192,272184346,394.0,90.39,120.2,119.1,313.0,1350.0,2,,1,,
282,,애으,917faa7948e7ad9d15c872e760574f76,크로아,299,히어로,9215,144042319,335.0,87.61,98.0,232.75,261.0,1320.0,1,,1,,
283,,블랑,49cc8e595c91feb06acd3257b40eef74,크로아,295,팬텀,10464,690444061,445.0,97.37,135.9,124.8,433.0,1360.0,2,,1,,
284,,부영이,19bee08c3fe64f3dd27f69be70de829d,스카니아,294,듀얼블레이더,10871,786265184,500.0,96.64,126.5,55.39,438.0,1360.0,2,,1,,
285,,서경이,a0c2afde1e9638f04065ecb11f1c9c32,크로아,300,"아크메이지(불,독)",10330,337419361,359.0,94.82,115.45,267.67,337.0,1350.0,2,,1,,
286,,새아,8152c8c4da0f4096d3bcb8c306afd2c2efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,캐논마스터,10500,731384652,565.0,97.44,127.15,76.09,434.0,1360.0,2,,1,,
287,,유서랑,fce805486627f511f761ab5237b513a0,에오스,296,라라,11001,242216370,339.0,94.77,114.2,119.22,385.0,1360.0,1,,1,,
288,,사곡복서,89b69d663f9703a18c8cf3fe350fc19aefe8d04e6d233bd35cf2fabdeb93fb0d,이노시스,298,스트라이커,10794,204695460,269.0,95.77,141.6,55.55,333.0,1390.0,1,,1,,
289,,엉엉엉,b01821c0d8d271b6e994394e9ca6237eefe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,298,"아크메이지(불,독)",11022,172555024,358.0,95.83,138.75,223.55,300.0,1370.0,1,,1,,
290,,니퍼,b789ee1808c7479ad504c4ea5f5c8919fd842dab14be2a956555625b37c97bff,엘리시움,298,렌,11132,182285078,294.0,95.57,99.35,86.15,272.0,1380.0,1,,1,,
291,,깜스,000ca4b4fdc64d039fdc6c4b676360a3,에오스,295,엔젤릭버스터,10152,654772645,457.0,96.68,128.55,78.44,467.0,1360.0,2,,1,,
292,,넷째,2f483c26c65fe2df12334f1ee9c11ecb,크로아,298,제논,10883,200205407,378.0,94.22,129.05,28.7,296.0,1360.0,1,,1,,
293,,삼팔육,1be46c2cbd510afce1dfd587734bcefe,루나,292,데몬어벤져,11002,32798645,149.0,77.61,58.35,19.0,15.0,1365.0,1,,1,,
294,,칭호,60c4684d5df631d19e5b619d45c2cda3,스카니아,296,카이저,10927,339565490,382.0,93.67,99.2,46.3,402.0,1360.0,2,,1,,
295,,화단백,f3973a439f024b7a57796d386c776f55efe8d04e6d233bd35cf2fabdeb93fb0d,엘리시움,297,카인,9971,209034769,357.0,92.81,113.0,144.89,342.0,1350.0,1,,1,,
296,,새생명약국,d82b9e61d5cb1e15163ae4483724f9bd,스카니아,298,아란,10001,821476765,564.0,98.02,122.6,46.41,434.0,1350.0,2,,1,,
